8,etd,0.01,0.003,150
8,etd_adaptive,0.5,0.0001,150
8,ptd,0,0.003,150
8,accumulating,0,0.001,150
12,etd,0.01,0.001,100
12,etd_adaptive,0.5,0.00005,100
12,ptd,0,0.001,100
12,accumulating,0,0.0003,100
16,etd,0.01,0.001,100
16,etd_adaptive,0.5,0.00001,100
16,ptd,0,0.0007,100
16,accumulating,0,0.0003,100
